RSI_ENTRY,DIP_PCT,VOL_MULT,STOP_PCT,MAX_POSITIONS,SLEEVE_DD_CAP,sharpe,win_rate,max_dd,cagr,n_trades,passed
33,0.04,1.8,0.04,2,0.15,-0.337,0.5,0.152,-0.033,32,0
33,0.04,1.8,0.04,2,0.2,0.141,0.541,0.16,0.009,37,0
33,0.04,1.8,0.04,3,0.1,0.642,0.571,0.105,0.047,49,0
33,0.04,1.8,0.04,3,0.15,0.642,0.571,0.105,0.047,49,0
33,0.04,1.8,0.04,3,0.2,0.642,0.571,0.105,0.047,49,0
33,0.04,1.8,0.05,2,0.1,0.429,0.595,0.102,0.04,37,0
33,0.04,1.8,0.05,2,0.15,0.429,0.595,0.102,0.04,37,0
33,0.04,1.8,0.05,2,0.2,0.429,0.595,0.102,0.04,37,0
33,0.04,1.8,0.05,3,0.1,0.416,0.574,0.108,0.03,47,0
33,0.04,1.8,0.05,3,0.15,0.416,0.574,0.108,0.03,47,0
33,0.04,1.8,0.05,3,0.2,0.416,0.574,0.108,0.03,47,0
33,0.04,1.8,0.06,2,0.1,0.459,0.588,0.094,0.043,34,0
33,0.04,1.8,0.06,2,0.15,0.459,0.588,0.094,0.043,34,0
33,0.04,1.8,0.06,2,0.2,0.459,0.588,0.094,0.043,34,0
33,0.04,1.8,0.06,3,0.1,0.71,0.587,0.097,0.055,46,0
33,0.04,1.8,0.06,3,0.15,0.71,0.587,0.097,0.055,46,0
33,0.04,1.8,0.06,3,0.2,0.71,0.587,0.097,0.055,46,0
33,0.04,2.0,0.04,2,0.1,0.35,0.5,0.104,0.025,24,0
33,0.04,2.0,0.04,2,0.15,0.35,0.5,0.104,0.025,24,0
33,0.04,2.0,0.04,2,0.2,0.35,0.5,0.104,0.025,24,0
33,0.04,2.0,0.04,3,0.1,0.134,0.483,0.087,0.007,29,0
33,0.04,2.0,0.04,3,0.15,0.134,0.483,0.087,0.007,29,0
33,0.04,2.0,0.04,3,0.2,0.134,0.483,0.087,0.007,29,0
33,0.04,2.0,0.05,2,0.1,0.459,0.565,0.086,0.036,23,0
33,0.04,2.0,0.05,2,0.15,0.459,0.565,0.086,0.036,23,0
33,0.04,2.0,0.05,2,0.2,0.459,0.565,0.086,0.036,23,0
33,0.04,2.0,0.05,3,0.1,0.278,0.533,0.073,0.017,30,0
33,0.04,2.0,0.05,3,0.15,0.278,0.533,0.073,0.017,30,0
33,0.04,2.0,0.05,3,0.2,0.278,0.533,0.073,0.017,30,0
33,0.04,2.0,0.06,2,0.1,0.579,0.565,0.081,0.047,23,0
33,0.04,2.0,0.06,2,0.15,0.579,0.565,0.081,0.047,23,0
33,0.04,2.0,0.06,2,0.2,0.579,0.565,0.081,0.047,23,0
33,0.04,2.0,0.06,3,0.1,0.388,0.533,0.07,0.025,30,0
33,0.04,2.0,0.06,3,0.15,0.388,0.533,0.07,0.025,30,0
33,0.04,2.0,0.06,3,0.2,0.388,0.533,0.07,0.025,30,0
33,0.05,1.5,0.04,2,0.1,1.125,0.6,0.103,0.124,20,1
33,0.05,1.5,0.04,2,0.15,0.788,0.522,0.17,0.087,23,0
33,0.05,1.5,0.04,2,0.2,0.572,0.48,0.212,0.062,25,0
33,0.05,1.5,0.04,3,0.1,1.09,0.548,0.126,0.101,31,1
33,0.05,1.5,0.04,3,0.15,0.725,0.486,0.185,0.068,35,0
33,0.05,1.5,0.04,3,0.2,0.627,0.472,0.202,0.058,36,0
33,0.05,1.5,0.05,2,0.1,0.671,0.55,0.143,0.071,20,0
33,0.05,1.5,0.05,2,0.15,0.573,0.542,0.193,0.064,24,0
33,0.05,1.5,0.05,2,0.2,1.55,0.609,0.196,0.28,46,1
33,0.05,1.5,0.05,3,0.1,1.025,0.581,0.114,0.099,31,1
33,0.05,1.5,0.05,3,0.15,2.08,0.656,0.125,0.304,64,1
33,0.05,1.5,0.05,3,0.2,2.08,0.656,0.125,0.304,64,1
33,0.05,1.5,0.06,2,0.1,0.868,0.579,0.142,0.094,19,1
33,0.05,1.5,0.06,2,0.15,0.753,0.565,0.193,0.087,23,0
33,0.05,1.5,0.06,2,0.2,1.616,0.614,0.199,0.251,44,1
33,0.05,1.5,0.06,3,0.1,0.865,0.552,0.114,0.078,29,1
33,0.05,1.5,0.06,3,0.15,1.927,0.645,0.125,0.27,62,1
33,0.05,1.5,0.06,3,0.2,1.927,0.645,0.125,0.27,62,1
33,0.05,1.8,0.04,2,0.1,0.434,0.5,0.114,0.036,32,0
33,0.05,1.8,0.04,2,0.15,0.434,0.5,0.114,0.036,32,0
33,0.05,1.8,0.04,2,0.2,0.434,0.5,0.114,0.036,32,0
33,0.05,1.8,0.04,3,0.1,0.735,0.525,0.105,0.056,40,0
33,0.05,1.8,0.04,3,0.15,0.735,0.525,0.105,0.056,40,0
33,0.05,1.8,0.04,3,0.2,0.735,0.525,0.105,0.056,40,0
33,0.05,1.8,0.05,2,0.1,0.476,0.533,0.11,0.041,30,0
33,0.05,1.8,0.05,2,0.15,0.376,0.5,0.119,0.033,30,0
33,0.05,1.8,0.05,2,0.2,0.376,0.5,0.119,0.033,30,0
33,0.05,1.8,0.05,3,0.1,0.634,0.538,0.108,0.049,39,0
33,0.05,1.8,0.05,3,0.15,0.634,0.538,0.108,0.049,39,0
33,0.05,1.8,0.05,3,0.2,0.634,0.538,0.108,0.049,39,0
33,0.05,1.8,0.06,2,0.1,0.459,0.517,0.105,0.041,29,0
33,0.05,1.8,0.06,2,0.15,0.459,0.517,0.105,0.041,29,0
33,0.05,1.8,0.06,2,0.2,0.459,0.517,0.105,0.041,29,0
33,0.05,1.8,0.06,3,0.1,0.714,0.526,0.097,0.057,38,0
33,0.05,1.8,0.06,3,0.15,0.714,0.526,0.097,0.057,38,0
33,0.05,1.8,0.06,3,0.2,0.714,0.526,0.097,0.057,38,0
33,0.05,2.0,0.04,2,0.1,0.392,0.455,0.086,0.028,22,0
33,0.05,2.0,0.04,2,0.15,0.392,0.455,0.086,0.028,22,0
33,0.05,2.0,0.04,2,0.2,0.392,0.455,0.086,0.028,22,0
33,0.05,2.0,0.04,3,0.1,0.141,0.44,0.081,0.007,25,0
33,0.05,2.0,0.04,3,0.15,0.141,0.44,0.081,0.007,25,0
33,0.05,2.0,0.04,3,0.2,0.141,0.44,0.081,0.007,25,0
33,0.05,2.0,0.05,2,0.1,0.385,0.476,0.086,0.029,21,0
33,0.05,2.0,0.05,2,0.15,0.385,0.476,0.086,0.029,21,0
33,0.05,2.0,0.05,2,0.2,0.385,0.476,0.086,0.029,21,0
33,0.05,2.0,0.05,3,0.1,0.241,0.48,0.079,0.014,25,0
33,0.05,2.0,0.05,3,0.15,0.241,0.48,0.079,0.014,25,0
33,0.05,2.0,0.05,3,0.2,0.241,0.48,0.079,0.014,25,0
33,0.05,2.0,0.06,2,0.1,0.54,0.5,0.081,0.042,20,0
33,0.05,2.0,0.06,2,0.15,0.54,0.5,0.081,0.042,20,0
33,0.05,2.0,0.06,2,0.2,0.54,0.5,0.081,0.042,20,0
33,0.05,2.0,0.06,3,0.1,0.368,0.48,0.076,0.023,25,0
33,0.05,2.0,0.06,3,0.15,0.368,0.48,0.076,0.023,25,0
33,0.05,2.0,0.06,3,0.2,0.368,0.48,0.076,0.023,25,0
33,0.06,1.5,0.04,2,0.1,1.078,0.611,0.103,0.124,18,1
33,0.06,1.5,0.04,2,0.15,0.759,0.524,0.17,0.087,21,0
33,0.06,1.5,0.04,2,0.2,0.45,0.458,0.233,0.049,24,0
33,0.06,1.5,0.04,3,0.1,0.594,0.5,0.125,0.057,24,0
33,0.06,1.5,0.04,3,0.15,0.684,0.5,0.155,0.072,28,0
33,0.06,1.5,0.04,3,0.2,1.316,0.582,0.176,0.187,55,1
33,0.06,1.5,0.05,2,0.1,0.8,0.579,0.143,0.091,19,0
33,0.06,1.5,0.05,2,0.15,0.526,0.524,0.201,0.058,21,0
33,0.06,1.5,0.05,2,0.2,0.526,0.524,0.201,0.058,21,0
33,0.06,1.5,0.05,3,0.1,0.592,0.542,0.124,0.059,24,0
33,0.06,1.5,0.05,3,0.15,1.758,0.66,0.137,0.27,53,1
33,0.06,1.5,0.05,3,0.2,1.758,0.66,0.137,0.27,53,1
33,0.06,1.5,0.06,2,0.1,0.789,0.579,0.143,0.09,19,0
33,0.06,1.5,0.06,2,0.15,0.515,0.524,0.201,0.057,21,0
33,0.06,1.5,0.06,2,0.2,0.515,0.524,0.201,0.057,21,0
33,0.06,1.5,0.06,3,0.1,0.584,0.542,0.124,0.058,24,0
33,0.06,1.5,0.06,3,0.15,1.701,0.66,0.137,0.26,53,1
33,0.06,1.5,0.06,3,0.2,1.701,0.66,0.137,0.26,53,1
33,0.06,1.8,0.04,2,0.1,0.826,0.538,0.117,0.071,26,1
33,0.06,1.8,0.04,2,0.15,0.826,0.538,0.117,0.071,26,1
33,0.06,1.8,0.04,2,0.2,0.826,0.538,0.117,0.071,26,1
33,0.06,1.8,0.04,3,0.1,1.112,0.581,0.101,0.078,31,1
33,0.06,1.8,0.04,3,0.15,1.112,0.581,0.101,0.078,31,1
33,0.06,1.8,0.04,3,0.2,1.112,0.581,0.101,0.078,31,1
33,0.06,1.8,0.05,2,0.1,0.916,0.609,0.104,0.081,23,1
33,0.06,1.8,0.05,2,0.15,0.904,0.6,0.113,0.086,25,1
33,0.06,1.8,0.05,2,0.2,0.904,0.6,0.113,0.086,25,1
33,0.06,1.8,0.05,3,0.1,1.187,0.613,0.1,0.092,31,1
33,0.06,1.8,0.05,3,0.15,1.187,0.613,0.1,0.092,31,1
33,0.06,1.8,0.05,3,0.2,1.187,0.613,0.1,0.092,31,1
33,0.06,1.8,0.06,2,0.1,0.921,0.625,0.104,0.083,24,1
33,0.06,1.8,0.06,2,0.15,0.804,0.583,0.113,0.074,24,1
33,0.06,1.8,0.06,2,0.2,0.804,0.583,0.113,0.074,24,1
33,0.06,1.8,0.06,3,0.1,1.149,0.613,0.1,0.089,31,1
33,0.06,1.8,0.06,3,0.15,1.149,0.613,0.1,0.089,31,1
33,0.06,1.8,0.06,3,0.2,1.149,0.613,0.1,0.089,31,1
33,0.06,2.0,0.04,2,0.1,0.759,0.5,0.059,0.053,16,0
33,0.06,2.0,0.04,2,0.15,0.759,0.5,0.059,0.053,16,0
33,0.06,2.0,0.04,2,0.2,0.759,0.5,0.059,0.053,16,0
33,0.06,2.0,0.04,3,0.1,0.546,0.5,0.069,0.029,18,0
33,0.06,2.0,0.04,3,0.15,0.546,0.5,0.069,0.029,18,0
33,0.06,2.0,0.04,3,0.2,0.546,0.5,0.069,0.029,18,0
33,0.06,2.0,0.05,2,0.1,0.906,0.6,0.058,0.069,15,1
33,0.06,2.0,0.05,2,0.15,0.906,0.6,0.058,0.069,15,1
33,0.06,2.0,0.05,2,0.2,0.906,0.6,0.058,0.069,15,1
33,0.06,2.0,0.05,3,0.1,0.668,0.556,0.065,0.038,18,0
33,0.06,2.0,0.05,3,0.15,0.668,0.556,0.065,0.038,18,0
33,0.06,2.0,0.05,3,0.2,0.668,0.556,0.065,0.038,18,0
33,0.06,2.0,0.06,2,0.1,0.867,0.6,0.058,0.066,15,1
33,0.06,2.0,0.06,2,0.15,0.867,0.6,0.058,0.066,15,1
33,0.06,2.0,0.06,2,0.2,0.867,0.6,0.058,0.066,15,1
33,0.06,2.0,0.06,3,0.1,0.635,0.556,0.065,0.036,18,0
33,0.06,2.0,0.06,3,0.15,0.635,0.556,0.065,0.036,18,0
33,0.06,2.0,0.06,3,0.2,0.635,0.556,0.065,0.036,18,0
