RSI_ENTRY,DIP_PCT,VOL_MULT,STOP_PCT,MAX_POSITIONS,SLEEVE_DD_CAP,sharpe,win_rate,max_dd,cagr,n,passed
33,0.04,1.5,0.06,2,0.1,0.977,0.609,0.142,0.152,23,1
33,0.04,1.5,0.06,2,0.15,0.816,0.571,0.193,0.133,28,1
33,0.04,1.5,0.06,2,0.2,0.744,0.552,0.193,0.12,29,0
33,0.04,1.5,0.06,3,0.1,0.697,0.514,0.12,0.089,35,0
33,0.04,1.5,0.06,3,0.15,0.733,0.514,0.125,0.098,37,0
33,0.04,1.5,0.06,3,0.2,0.733,0.514,0.125,0.098,37,0
33,0.04,1.8,0.04,2,0.1,-0.158,0.5,0.108,-0.022,20,0
33,0.04,1.8,0.04,2,0.15,-0.158,0.5,0.108,-0.022,20,0
33,0.04,1.8,0.04,2,0.2,-0.158,0.5,0.108,-0.022,20,0
33,0.04,1.8,0.04,3,0.1,0.052,0.481,0.105,0.001,27,0
33,0.04,1.8,0.04,3,0.15,0.052,0.481,0.105,0.001,27,0
33,0.04,1.8,0.04,3,0.2,0.052,0.481,0.105,0.001,27,0
33,0.04,1.8,0.05,2,0.1,0.139,0.55,0.102,0.009,20,0
33,0.04,1.8,0.05,2,0.15,0.139,0.55,0.102,0.009,20,0
33,0.04,1.8,0.05,2,0.2,0.139,0.55,0.102,0.009,20,0
33,0.04,1.8,0.05,3,0.1,-0.324,0.48,0.108,-0.03,25,0
33,0.04,1.8,0.05,3,0.15,-0.324,0.48,0.108,-0.03,25,0
33,0.04,1.8,0.05,3,0.2,-0.324,0.48,0.108,-0.03,25,0
33,0.04,1.8,0.06,2,0.1,0.051,0.5,0.094,-0.001,18,0
33,0.04,1.8,0.06,2,0.15,0.051,0.5,0.094,-0.001,18,0
33,0.04,1.8,0.06,2,0.2,0.051,0.5,0.094,-0.001,18,0
33,0.04,1.8,0.06,3,0.1,0.152,0.48,0.097,0.009,25,0
33,0.04,1.8,0.06,3,0.15,0.152,0.48,0.097,0.009,25,0
33,0.04,1.8,0.06,3,0.2,0.152,0.48,0.097,0.009,25,0
33,0.04,2.0,0.04,2,0.1,0.303,0.429,0.086,0.025,14,0
33,0.04,2.0,0.04,2,0.15,0.303,0.429,0.086,0.025,14,0
33,0.04,2.0,0.04,2,0.2,0.303,0.429,0.086,0.025,14,0
33,0.04,2.0,0.04,3,0.1,-0.124,0.412,0.074,-0.013,17,0
33,0.04,2.0,0.04,3,0.15,-0.124,0.412,0.074,-0.013,17,0
33,0.04,2.0,0.04,3,0.2,-0.124,0.412,0.074,-0.013,17,0
33,0.04,2.0,0.05,2,0.1,0.629,0.533,0.086,0.063,15,0
33,0.04,2.0,0.05,2,0.15,0.629,0.533,0.086,0.063,15,0
33,0.04,2.0,0.05,2,0.2,0.629,0.533,0.086,0.063,15,0
33,0.04,2.0,0.05,3,0.1,0.091,0.471,0.073,0.004,17,0
33,0.04,2.0,0.05,3,0.15,0.091,0.471,0.073,0.004,17,0
33,0.04,2.0,0.05,3,0.2,0.091,0.471,0.073,0.004,17,0
33,0.04,2.0,0.06,2,0.1,0.711,0.5,0.081,0.072,14,0
33,0.04,2.0,0.06,2,0.15,0.711,0.5,0.081,0.072,14,0
33,0.04,2.0,0.06,2,0.2,0.711,0.5,0.081,0.072,14,0
33,0.04,2.0,0.06,3,0.1,0.46,0.5,0.07,0.037,18,0
33,0.04,2.0,0.06,3,0.15,0.46,0.5,0.07,0.037,18,0
33,0.04,2.0,0.06,3,0.2,0.46,0.5,0.07,0.037,18,0
33,0.05,1.5,0.04,2,0.1,1.595,0.6,0.103,0.263,20,1
33,0.05,1.5,0.04,2,0.15,1.116,0.522,0.17,0.181,23,1
33,0.05,1.5,0.04,2,0.2,0.809,0.48,0.212,0.128,25,0
33,0.05,1.5,0.04,3,0.1,1.545,0.548,0.126,0.212,31,1
33,0.05,1.5,0.04,3,0.15,1.027,0.486,0.185,0.14,35,0
33,0.05,1.5,0.04,3,0.2,0.887,0.472,0.202,0.12,36,0
33,0.05,1.5,0.05,2,0.1,0.95,0.55,0.143,0.147,20,1
33,0.05,1.5,0.05,2,0.15,0.81,0.542,0.193,0.132,24,1
33,0.05,1.5,0.05,2,0.2,0.738,0.52,0.193,0.118,25,0
33,0.05,1.5,0.05,3,0.1,1.453,0.581,0.114,0.207,31,1
33,0.05,1.5,0.05,3,0.15,1.458,0.576,0.125,0.217,33,1
33,0.05,1.5,0.05,3,0.2,1.458,0.576,0.125,0.217,33,1
33,0.05,1.5,0.06,2,0.1,1.23,0.579,0.142,0.197,19,1
33,0.05,1.5,0.06,2,0.15,1.067,0.565,0.193,0.181,23,1
33,0.05,1.5,0.06,2,0.2,0.992,0.542,0.193,0.167,24,1
33,0.05,1.5,0.06,3,0.1,1.226,0.552,0.114,0.162,29,1
33,0.05,1.5,0.06,3,0.15,1.238,0.548,0.125,0.171,31,1
33,0.05,1.5,0.06,3,0.2,1.238,0.548,0.125,0.171,31,1
33,0.05,1.8,0.04,2,0.1,-0.301,0.353,0.114,-0.035,17,0
33,0.05,1.8,0.04,2,0.15,-0.301,0.353,0.114,-0.035,17,0
33,0.05,1.8,0.04,2,0.2,-0.301,0.353,0.114,-0.035,17,0
33,0.05,1.8,0.04,3,0.1,-0.027,0.364,0.105,-0.006,22,0
33,0.05,1.8,0.04,3,0.15,-0.027,0.364,0.105,-0.006,22,0
33,0.05,1.8,0.04,3,0.2,-0.027,0.364,0.105,-0.006,22,0
33,0.05,1.8,0.05,2,0.1,-0.232,0.4,0.11,-0.029,15,0
33,0.05,1.8,0.05,2,0.15,-0.245,0.375,0.119,-0.033,16,0
33,0.05,1.8,0.05,2,0.2,-0.245,0.375,0.119,-0.033,16,0
33,0.05,1.8,0.05,3,0.1,-0.206,0.381,0.108,-0.023,21,0
33,0.05,1.8,0.05,3,0.15,-0.206,0.381,0.108,-0.023,21,0
33,0.05,1.8,0.05,3,0.2,-0.206,0.381,0.108,-0.023,21,0
33,0.05,1.8,0.06,2,0.1,-0.131,0.357,0.105,-0.021,14,0
33,0.05,1.8,0.06,2,0.15,-0.131,0.357,0.105,-0.021,14,0
33,0.05,1.8,0.06,2,0.2,-0.131,0.357,0.105,-0.021,14,0
33,0.05,1.8,0.06,3,0.1,0.023,0.35,0.097,-0.002,20,0
33,0.05,1.8,0.06,3,0.15,0.023,0.35,0.097,-0.002,20,0
33,0.05,1.8,0.06,3,0.2,0.023,0.35,0.097,-0.002,20,0
33,0.05,2.0,0.04,2,0.1,0.128,0.357,0.086,0.008,14,0
33,0.05,2.0,0.04,2,0.15,0.128,0.357,0.086,0.008,14,0
33,0.05,2.0,0.04,2,0.2,0.128,0.357,0.086,0.008,14,0
33,0.05,2.0,0.04,3,0.1,-0.363,0.312,0.079,-0.033,16,0
33,0.05,2.0,0.04,3,0.15,-0.363,0.312,0.079,-0.033,16,0
33,0.05,2.0,0.04,3,0.2,-0.363,0.312,0.079,-0.033,16,0
33,0.05,2.0,0.05,2,0.1,0.362,0.429,0.086,0.033,14,0
33,0.05,2.0,0.05,2,0.15,0.362,0.429,0.086,0.033,14,0
33,0.05,2.0,0.05,2,0.2,0.362,0.429,0.086,0.033,14,0
33,0.05,2.0,0.05,3,0.1,-0.142,0.375,0.079,-0.016,16,0
33,0.05,2.0,0.05,3,0.15,-0.142,0.375,0.079,-0.016,16,0
33,0.05,2.0,0.05,3,0.2,-0.142,0.375,0.079,-0.016,16,0
33,0.05,2.0,0.06,2,0.1,0.489,0.417,0.081,0.046,12,0
33,0.05,2.0,0.06,2,0.15,0.489,0.417,0.081,0.046,12,0
33,0.05,2.0,0.06,2,0.2,0.489,0.417,0.081,0.046,12,0
33,0.05,2.0,0.06,3,0.1,0.109,0.375,0.076,0.006,16,0
33,0.05,2.0,0.06,3,0.15,0.109,0.375,0.076,0.006,16,0
33,0.05,2.0,0.06,3,0.2,0.109,0.375,0.076,0.006,16,0
33,0.06,1.5,0.04,2,0.1,1.528,0.611,0.103,0.263,18,1
33,0.06,1.5,0.04,2,0.15,1.074,0.524,0.17,0.181,21,1
33,0.06,1.5,0.04,2,0.2,0.637,0.458,0.233,0.101,24,0
33,0.06,1.5,0.04,3,0.1,0.84,0.5,0.125,0.117,24,1
33,0.06,1.5,0.04,3,0.15,0.968,0.5,0.155,0.149,28,1
33,0.06,1.5,0.04,3,0.2,0.836,0.469,0.176,0.13,32,0
33,0.06,1.5,0.05,2,0.1,1.132,0.579,0.143,0.191,19,1
33,0.06,1.5,0.05,2,0.15,0.744,0.524,0.201,0.12,21,0
33,0.06,1.5,0.05,2,0.2,0.744,0.524,0.201,0.12,21,0
33,0.06,1.5,0.05,3,0.1,0.838,0.542,0.124,0.121,24,1
33,0.06,1.5,0.05,3,0.15,1.132,0.571,0.137,0.186,28,1
33,0.06,1.5,0.05,3,0.2,1.132,0.571,0.137,0.186,28,1
33,0.06,1.5,0.06,2,0.1,1.118,0.579,0.143,0.188,19,1
33,0.06,1.5,0.06,2,0.15,0.729,0.524,0.201,0.117,21,0
33,0.06,1.5,0.06,2,0.2,0.729,0.524,0.201,0.117,21,0
33,0.06,1.5,0.06,3,0.1,0.827,0.542,0.124,0.119,24,1
33,0.06,1.5,0.06,3,0.15,1.121,0.571,0.137,0.184,28,1
33,0.06,1.5,0.06,3,0.2,1.121,0.571,0.137,0.184,28,1
33,0.06,1.8,0.04,2,0.1,0.251,0.429,0.117,0.019,14,0
33,0.06,1.8,0.04,2,0.15,0.251,0.429,0.117,0.019,14,0
33,0.06,1.8,0.04,2,0.2,0.251,0.429,0.117,0.019,14,0
33,0.06,1.8,0.04,3,0.1,0.413,0.438,0.101,0.03,16,0
33,0.06,1.8,0.04,3,0.15,0.413,0.438,0.101,0.03,16,0
33,0.06,1.8,0.04,3,0.2,0.413,0.438,0.101,0.03,16,0
33,0.06,1.8,0.05,2,0.1,0.4,0.545,0.104,0.035,11,0
33,0.06,1.8,0.05,2,0.15,0.334,0.5,0.113,0.03,12,0
33,0.06,1.8,0.05,2,0.2,0.334,0.5,0.113,0.03,12,0
33,0.06,1.8,0.05,3,0.1,0.628,0.5,0.1,0.054,16,0
33,0.06,1.8,0.05,3,0.15,0.628,0.5,0.1,0.054,16,0
33,0.06,1.8,0.05,3,0.2,0.628,0.5,0.1,0.054,16,0
33,0.06,1.8,0.06,2,0.1,0.4,0.545,0.104,0.035,11,0
33,0.06,1.8,0.06,2,0.15,0.334,0.5,0.113,0.03,12,0
33,0.06,1.8,0.06,2,0.2,0.334,0.5,0.113,0.03,12,0
33,0.06,1.8,0.06,3,0.1,0.628,0.5,0.1,0.054,16,0
33,0.06,1.8,0.06,3,0.15,0.628,0.5,0.1,0.054,16,0
33,0.06,1.8,0.06,3,0.2,0.628,0.5,0.1,0.054,16,0
33,0.06,2.0,0.04,2,0.1,0.541,0.4,0.058,0.044,10,0
33,0.06,2.0,0.04,2,0.15,0.541,0.4,0.058,0.044,10,0
33,0.06,2.0,0.04,2,0.2,0.541,0.4,0.058,0.044,10,0
33,0.06,2.0,0.04,3,0.1,0.1,0.364,0.065,0.004,11,0
33,0.06,2.0,0.04,3,0.15,0.1,0.364,0.065,0.004,11,0
33,0.06,2.0,0.04,3,0.2,0.1,0.364,0.065,0.004,11,0
33,0.06,2.0,0.05,2,0.1,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.05,2,0.15,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.05,2,0.2,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.05,3,0.1,0.37,0.455,0.065,0.025,11,0
33,0.06,2.0,0.05,3,0.15,0.37,0.455,0.065,0.025,11,0
33,0.06,2.0,0.05,3,0.2,0.37,0.455,0.065,0.025,11,0
33,0.06,2.0,0.06,2,0.1,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.06,2,0.15,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.06,2,0.2,0.859,0.556,0.058,0.08,9,0
33,0.06,2.0,0.06,3,0.1,0.37,0.455,0.065,0.025,11,0
33,0.06,2.0,0.06,3,0.15,0.37,0.455,0.065,0.025,11,0
33,0.06,2.0,0.06,3,0.2,0.37,0.455,0.065,0.025,11,0
